MGat201,2HrUp,2HrDown
CNAG_00182,CNAG_07912,CNAG_01980
CNAG_00183,CNAG_07984,CNAG_01551
CNAG_00696,CNAG_01936,CNAG_06389
CNAG_00697,CNAG_00588,CNAG_06242
CNAG_00849,CNAG_01965,CNAG_04874
CNAG_00850,CNAG_02489,CNAG_05916
CNAG_00941,CNAG_03077,CNAG_00456
CNAG_00987,CNAG_01560,CNAG_06785
CNAG_00988,CNAG_06347,CNAG_06917
CNAG_01502,CNAG_03087,CNAG_06802
CNAG_01504,CNAG_00269,CNAG_05835
CNAG_01814,CNAG_01539,CNAG_00302
CNAG_01815,CNAG_00765,CNAG_00674
CNAG_02330,CNAG_00651,CNAG_03516
CNAG_02662,CNAG_01056,CNAG_03113
CNAG_02663,CNAG_04025,CNAG_03894
CNAG_02712,CNAG_07913,CNAG_04877
CNAG_02713,CNAG_07862,CNAG_05312
CNAG_03012,CNAG_02984,CNAG_06241
CNAG_03013,CNAG_01562,CNAG_00735
CNAG_03222,CNAG_01538,CNAG_04126
CNAG_03223,CNAG_05658,CNAG_05870
CNAG_03595,CNAG_04142,CNAG_07869
CNAG_04104,CNAG_02925,CNAG_06200
CNAG_04105,CNAG_06890,CNAG_05313
CNAG_05222,CNAG_04622,CNAG_05229
CNAG_05223,CNAG_01541,CNAG_02872
CNAG_05262,CNAG_04657,CNAG_05632
CNAG_05263,CNAG_05662,CNAG_02323
CNAG_05424,CNAG_01524,CNAG_00883
CNAG_05425,CNAG_05914,CNAG_04018
CNAG_06242,CNAG_06541,CNAG_02544
CNAG_06243,CNAG_00499,CNAG_05263
CNAG_06443,CNAG_04291,CNAG_05915
CNAG_06761,CNAG_05002,CNAG_00936
CNAG_06762,CNAG_06698,CNAG_06762
CNAG_06766,CNAG_03346,CNAG_00654
CNAG_06846,CNAG_06253,CNAG_00597
CNAG_06868,CNAG_07589,CNAG_01983
CNAG_06869,CNAG_04758,CNAG_06186
CNAG_07401,CNAG_05310,CNAG_02381
CNAG_07447,CNAG_04807,CNAG_03848
CNAG_07466,CNAG_06431,CNAG_02060
CNAG_07940,CNAG_04837,CNAG_06163
CNAG_07962,CNAG_00399,CNAG_00637
CNAG_07988,CNAG_05075,CNAG_07401
CNAG_00005,CNAG_02562,CNAG_02226
CNAG_00008,CNAG_01675,CNAG_00374
CNAG_00009,CNAG_03010,CNAG_00126
CNAG_00010,CNAG_05906,CNAG_03143
CNAG_00011,CNAG_05833,CNAG_02543
CNAG_00023,CNAG_07491,CNAG_03727
CNAG_00024,CNAG_05913,CNAG_04625
CNAG_00038,CNAG_06540,CNAG_03644
CNAG_00039,CNAG_02775,CNAG_00581
CNAG_00066,CNAG_04471,CNAG_05813
CNAG_00067,CNAG_03666,CNAG_04416
CNAG_00068,CNAG_07826,CNAG_06432
CNAG_00070,CNAG_00933,CNAG_07736
CNAG_00073,CNAG_05653,CNAG_04413
CNAG_00074,CNAG_02147,CNAG_06657
CNAG_00079,CNAG_02473,CNAG_06346
CNAG_00106,CNAG_01533,CNAG_01742
CNAG_00107,CNAG_04582,CNAG_00107
CNAG_00122,CNAG_01119,CNAG_07442
CNAG_00123,CNAG_04345,CNAG_05962
CNAG_00124,CNAG_01275,CNAG_05345
CNAG_00126,CNAG_01794,CNAG_01052
CNAG_00130,CNAG_01569,CNAG_00407
CNAG_00162,,CNAG_01777
CNAG_00164,,CNAG_05994
CNAG_00165,,CNAG_00264
CNAG_00178,,CNAG_03461
CNAG_00179,,CNAG_04756
CNAG_00184,,CNAG_05731
CNAG_00188,,CNAG_04735
CNAG_00189,,CNAG_03438
CNAG_00192,,CNAG_00074
CNAG_00193,,CNAG_04476
CNAG_00194,,CNAG_01690
CNAG_00235,,CNAG_02297
CNAG_00236,,CNAG_03058
CNAG_00264,,CNAG_06554
CNAG_00265,,CNAG_03705
CNAG_00268,,CNAG_02225
CNAG_00269,,CNAG_03654
CNAG_00275,,CNAG_04857
CNAG_00276,,CNAG_02063
CNAG_00302,,CNAG_06336
CNAG_00303,,CNAG_07339
CNAG_00306,,CNAG_00598
CNAG_00314,,CNAG_03268
CNAG_00315,,CNAG_03326
CNAG_00331,,CNAG_05161
CNAG_00332,,CNAG_05742
CNAG_00333,,CNAG_01722
CNAG_00336,,CNAG_06658
CNAG_00337,,CNAG_04154
CNAG_00347,,CNAG_07626
CNAG_00348,,CNAG_00251
CNAG_00359,,CNAG_02118
CNAG_00362,,CNAG_02561
CNAG_00363,,CNAG_04096
CNAG_00374,,CNAG_05396
CNAG_00393,,CNAG_07807
CNAG_00394,,
CNAG_00398,,
CNAG_00399,,
CNAG_00400,,
CNAG_00407,,
CNAG_00413,,
CNAG_00414,,
CNAG_00441,,
CNAG_00442,,
CNAG_00445,,
CNAG_00455,,
CNAG_00456,,
CNAG_00457,,
CNAG_00531,,
CNAG_00539,,
CNAG_00540,,
CNAG_00546,,
CNAG_00547,,
CNAG_00549,,
CNAG_00559,,
CNAG_00580,,
CNAG_00581,,
CNAG_00594,,
CNAG_00597,,
CNAG_00598,,
CNAG_00652,,
CNAG_00653,,
CNAG_00654,,
CNAG_00668,,
CNAG_00674,,
CNAG_00679,,
CNAG_00688,,
CNAG_00689,,
CNAG_00699,,
CNAG_00700,,
CNAG_00701,,
CNAG_00702,,
CNAG_00709,,
CNAG_00710,,
CNAG_00717,,
CNAG_00730,,
CNAG_00732,,
CNAG_00733,,
CNAG_00735,,
CNAG_00740,,
CNAG_00741,,
CNAG_00744,,
CNAG_00745,,
CNAG_00748,,
CNAG_00749,,
CNAG_00758,,
CNAG_00765,,
CNAG_00776,,
CNAG_00788,,
CNAG_00791,,
CNAG_00792,,
CNAG_00793,,
CNAG_00794,,
CNAG_00796,,
CNAG_00814,,
CNAG_00815,,
CNAG_00818,,
CNAG_00832,,
CNAG_00844,,
CNAG_00848,,
CNAG_00861,,
CNAG_00862,,
CNAG_00864,,
CNAG_00865,,
CNAG_00866,,
CNAG_00873,,
CNAG_00874,,
CNAG_00879,,
CNAG_00883,,
CNAG_00884,,
CNAG_00895,,
CNAG_00896,,
CNAG_00897,,
CNAG_00903,,
CNAG_00904,,
CNAG_00917,,
CNAG_00919,,
CNAG_00923,,
CNAG_00979,,
CNAG_00980,,
CNAG_00984,,
CNAG_00985,,
CNAG_01013,,
CNAG_01014,,
CNAG_01019,,
CNAG_01040,,
CNAG_01041,,
CNAG_01052,,
CNAG_01055,,
CNAG_01061,,
CNAG_01072,,
CNAG_01073,,
CNAG_01075,,
CNAG_01076,,
CNAG_01079,,
CNAG_01080,,
CNAG_01082,,
CNAG_01119,,
CNAG_01125,,
CNAG_01126,,
CNAG_01138,,
CNAG_01229,,
CNAG_01230,,
CNAG_01231,,
CNAG_01232,,
CNAG_01233,,
CNAG_01239,,
CNAG_01242,,
CNAG_01254,,
CNAG_01255,,
CNAG_01257,,
CNAG_01263,,
CNAG_01274,,
CNAG_01275,,
CNAG_01276,,
CNAG_01277,,
CNAG_01283,,
CNAG_01313,,
CNAG_01314,,
CNAG_01318,,
CNAG_01341,,
CNAG_01353,,
CNAG_01354,,
CNAG_01375,,
CNAG_01378,,
CNAG_01379,,
CNAG_01384,,
CNAG_01385,,
CNAG_01386,,
CNAG_01395,,
CNAG_01446,,
CNAG_01464,,
CNAG_01523,,
CNAG_01551,,
CNAG_01552,,
CNAG_01558,,
CNAG_01562,,
CNAG_01573,,
CNAG_01574,,
CNAG_01577,,
CNAG_01578,,
CNAG_01588,,
CNAG_01601,,
CNAG_01603,,
CNAG_01604,,
CNAG_01605,,
CNAG_01620,,
CNAG_01621,,
CNAG_01635,,
CNAG_01653,,
CNAG_01680,,
CNAG_01681,,
CNAG_01683,,
CNAG_01686,,
CNAG_01687,,
CNAG_01704,,
CNAG_01713,,
CNAG_01742,,
CNAG_01743,,
CNAG_01744,,
CNAG_01745,,
CNAG_01752,,
CNAG_01753,,
CNAG_01772,,
CNAG_01773,,
CNAG_01777,,
CNAG_01778,,
CNAG_01802,,
CNAG_01803,,
CNAG_01847,,
CNAG_01864,,
CNAG_01865,,
CNAG_01901,,
CNAG_01902,,
CNAG_01919,,
CNAG_01920,,
CNAG_01925,,
CNAG_01936,,
CNAG_01939,,
CNAG_01960,,
CNAG_01961,,
CNAG_01965,,
CNAG_01981,,
CNAG_01982,,
CNAG_01983,,
CNAG_01984,,
CNAG_01985,,
CNAG_01988,,
CNAG_01989,,
CNAG_01992,,
CNAG_01993,,
CNAG_01994,,
CNAG_01995,,
CNAG_02000,,
CNAG_02028,,
CNAG_02029,,
CNAG_02030,,
CNAG_02040,,
CNAG_02041,,
CNAG_02044,,
CNAG_02045,,
CNAG_02047,,
CNAG_02048,,
CNAG_02049,,
CNAG_02070,,
CNAG_02071,,
CNAG_02088,,
CNAG_02089,,
CNAG_02093,,
CNAG_02094,,
CNAG_02107,,
CNAG_02118,,
CNAG_02119,,
CNAG_02123,,
CNAG_02124,,
CNAG_02129,,
CNAG_02141,,
CNAG_02143,,
CNAG_02152,,
CNAG_02176,,
CNAG_02182,,
CNAG_02183,,
CNAG_02188,,
CNAG_02189,,
CNAG_02216,,
CNAG_02217,,
CNAG_02219,,
CNAG_02220,,
CNAG_02225,,
CNAG_02226,,
CNAG_02254,,
CNAG_02255,,
CNAG_02264,,
CNAG_02292,,
CNAG_02293,,
CNAG_02297,,
CNAG_02298,,
CNAG_02319,,
CNAG_02321,,
CNAG_02322,,
CNAG_02323,,
CNAG_02334,,
CNAG_02335,,
CNAG_02338,,
CNAG_02347,,
CNAG_02348,,
CNAG_02371,,
CNAG_02395,,
CNAG_02405,,
CNAG_02414,,
CNAG_02415,,
CNAG_02435,,
CNAG_02455,,
CNAG_02463,,
CNAG_02475,,
CNAG_02510,,
CNAG_02516,,
CNAG_02517,,
CNAG_02527,,
CNAG_02532,,
CNAG_02550,,
CNAG_02551,,
CNAG_02552,,
CNAG_02553,,
CNAG_02554,,
CNAG_02561,,
CNAG_02577,,
CNAG_02603,,
CNAG_02657,,
CNAG_02658,,
CNAG_02682,,
CNAG_02683,,
CNAG_02684,,
CNAG_02685,,
CNAG_02697,,
CNAG_02701,,
CNAG_02705,,
CNAG_02777,,
CNAG_02788,,
CNAG_02789,,
CNAG_02790,,
CNAG_02796,,
CNAG_02797,,
CNAG_02814,,
CNAG_02815,,
CNAG_02822,,
CNAG_02852,,
CNAG_02856,,
CNAG_02876,,
CNAG_02877,,
CNAG_02882,,
CNAG_02883,,
CNAG_02910,,
CNAG_02911,,
CNAG_02912,,
CNAG_02930,,
CNAG_02958,,
CNAG_02959,,
CNAG_02965,,
CNAG_02966,,
CNAG_02983,,
CNAG_02986,,
CNAG_02990,,
CNAG_03011,,
CNAG_03014,,
CNAG_03018,,
CNAG_03019,,
CNAG_03024,,
CNAG_03046,,
CNAG_03058,,
CNAG_03059,,
CNAG_03060,,
CNAG_03061,,
CNAG_03075,,
CNAG_03096,,
CNAG_03113,,
CNAG_03114,,
CNAG_03116,,
CNAG_03117,,
CNAG_03118,,
CNAG_03122,,
CNAG_03123,,
CNAG_03136,,
CNAG_03140,,
CNAG_03142,,
CNAG_03143,,
CNAG_03145,,
CNAG_03146,,
CNAG_03161,,
CNAG_03172,,
CNAG_03173,,
CNAG_03177,,
CNAG_03178,,
CNAG_03227,,
CNAG_03228,,
CNAG_03252,,
CNAG_03295,,
CNAG_03319,,
CNAG_03320,,
CNAG_03328,,
CNAG_03329,,
CNAG_03333,,
CNAG_03335,,
CNAG_03346,,
CNAG_03355,,
CNAG_03369,,
CNAG_03370,,
CNAG_03382,,
CNAG_03383,,
CNAG_03384,,
CNAG_03385,,
CNAG_03398,,
CNAG_03400,,
CNAG_03401,,
CNAG_03412,,
CNAG_03413,,
CNAG_03426,,
CNAG_03433,,
CNAG_03438,,
CNAG_03454,,
CNAG_03455,,
CNAG_03479,,
CNAG_03485,,
CNAG_03492,,
CNAG_03494,,
CNAG_03495,,
CNAG_03498,,
CNAG_03542,,
CNAG_03543,,
CNAG_03545,,
CNAG_03565,,
CNAG_03566,,
CNAG_03605,,
CNAG_03606,,
CNAG_03617,,
CNAG_03644,,
CNAG_03667,,
CNAG_03668,,
CNAG_03676,,
CNAG_03677,,
CNAG_03689,,
CNAG_03705,,
CNAG_03710,,
CNAG_03716,,
CNAG_03719,,
CNAG_03727,,
CNAG_03734,,
CNAG_03735,,
CNAG_03772,,
CNAG_03805,,
CNAG_03809,,
CNAG_03810,,
CNAG_03829,,
CNAG_03836,,
CNAG_03841,,
CNAG_03847,,
CNAG_03848,,
CNAG_03858,,
CNAG_03859,,
CNAG_03868,,
CNAG_03873,,
CNAG_03874,,
CNAG_03876,,
CNAG_03882,,
CNAG_03883,,
CNAG_03884,,
CNAG_03894,,
CNAG_03907,,
CNAG_03910,,
CNAG_03914,,
CNAG_03915,,
CNAG_03946,,
CNAG_03996,,
CNAG_03997,,
CNAG_04015,,
CNAG_04016,,
CNAG_04024,,
CNAG_04025,,
CNAG_04027,,
CNAG_04028,,
CNAG_04038,,
CNAG_04039,,
CNAG_04041,,
CNAG_04042,,
CNAG_04059,,
CNAG_04077,,
CNAG_04078,,
CNAG_04091,,
CNAG_04101,,
CNAG_04102,,
CNAG_04103,,
CNAG_04106,,
CNAG_04107,,
CNAG_04137,,
CNAG_04139,,
CNAG_04140,,
CNAG_04141,,
CNAG_04142,,
CNAG_04162,,
CNAG_04163,,
CNAG_04176,,
CNAG_04185,,
CNAG_04186,,
CNAG_04187,,
CNAG_04210,,
CNAG_04213,,
CNAG_04215,,
CNAG_04217,,
CNAG_04230,,
CNAG_04231,,
CNAG_04243,,
CNAG_04270,,
CNAG_04271,,
CNAG_04283,,
CNAG_04292,,
CNAG_04312,,
CNAG_04320,,
CNAG_04321,,
CNAG_04323,,
CNAG_04324,,
CNAG_04387,,
CNAG_04388,,
CNAG_04393,,
CNAG_04394,,
CNAG_04415,,
CNAG_04416,,
CNAG_04436,,
CNAG_04449,,
CNAG_04471,,
CNAG_04472,,
CNAG_04497,,
CNAG_04505,,
CNAG_04517,,
CNAG_04518,,
CNAG_04520,,
CNAG_04522,,
CNAG_04523,,
CNAG_04546,,
CNAG_04561,,
CNAG_04575,,
CNAG_04576,,
CNAG_04618,,
CNAG_04621,,
CNAG_04622,,
CNAG_04623,,
CNAG_04625,,
CNAG_04626,,
CNAG_04630,,
CNAG_04631,,
CNAG_04632,,
CNAG_04634,,
CNAG_04640,,
CNAG_04641,,
CNAG_04655,,
CNAG_04658,,
CNAG_04659,,
CNAG_04675,,
CNAG_04681,,
CNAG_04687,,
CNAG_04688,,
CNAG_04704,,
CNAG_04730,,
CNAG_04735,,
CNAG_04736,,
CNAG_04737,,
CNAG_04752,,
CNAG_04753,,
CNAG_04755,,
CNAG_04756,,
CNAG_04758,,
CNAG_04759,,
CNAG_04768,,
CNAG_04774,,
CNAG_04781,,
CNAG_04782,,
CNAG_04793,,
CNAG_04794,,
CNAG_04801,,
CNAG_04807,,
CNAG_04828,,
CNAG_04829,,
CNAG_04836,,
CNAG_04837,,
CNAG_04846,,
CNAG_04862,,
CNAG_04864,,
CNAG_04868,,
CNAG_04869,,
CNAG_04874,,
CNAG_04875,,
CNAG_04876,,
CNAG_04877,,
CNAG_04903,,
CNAG_04907,,
CNAG_04908,,
CNAG_04909,,
CNAG_04920,,
CNAG_04921,,
CNAG_04933,,
CNAG_04934,,
CNAG_04935,,
CNAG_04944,,
CNAG_04945,,
CNAG_04949,,
CNAG_04950,,
CNAG_04953,,
CNAG_04962,,
CNAG_04963,,
CNAG_04969,,
CNAG_04970,,
CNAG_04980,,
CNAG_04981,,
CNAG_04990,,
CNAG_04991,,
CNAG_05003,,
CNAG_05004,,
CNAG_05009,,
CNAG_05053,,
CNAG_05075,,
CNAG_05076,,
CNAG_05077,,
CNAG_05079,,
CNAG_05080,,
CNAG_05119,,
CNAG_05138,,
CNAG_05147,,
CNAG_05148,,
CNAG_05154,,
CNAG_05155,,
CNAG_05159,,
CNAG_05160,,
CNAG_05161,,
CNAG_05170,,
CNAG_05181,,
CNAG_05190,,
CNAG_05221,,
CNAG_05229,,
CNAG_05250,,
CNAG_05251,,
CNAG_05264,,
CNAG_05265,,
CNAG_05277,,
CNAG_05312,,
CNAG_05313,,
CNAG_05315,,
CNAG_05316,,
CNAG_05324,,
CNAG_05329,,
CNAG_05330,,
CNAG_05340,,
CNAG_05341,,
CNAG_05349,,
CNAG_05350,,
CNAG_05351,,
CNAG_05352,,
CNAG_05369,,
CNAG_05375,,
CNAG_05381,,
CNAG_05387,,
CNAG_05392,,
CNAG_05393,,
CNAG_05408,,
CNAG_05411,,
CNAG_05412,,
CNAG_05415,,
CNAG_05420,,
CNAG_05429,,
CNAG_05430,,
CNAG_05443,,
CNAG_05444,,
CNAG_05445,,
CNAG_05446,,
CNAG_05449,,
CNAG_05450,,
CNAG_05451,,
CNAG_05452,,
CNAG_05453,,
CNAG_05458,,
CNAG_05459,,
CNAG_05515,,
CNAG_05524,,
CNAG_05525,,
CNAG_05539,,
CNAG_05586,,
CNAG_05590,,
CNAG_05632,,
CNAG_05638,,
CNAG_05639,,
CNAG_05640,,
CNAG_05641,,
CNAG_05661,,
CNAG_05662,,
CNAG_05663,,
CNAG_05664,,
CNAG_05684,,
CNAG_05685,,
CNAG_05686,,
CNAG_05696,,
CNAG_05697,,
CNAG_05742,,
CNAG_05743,,
CNAG_05785,,
CNAG_05799,,
CNAG_05800,,
CNAG_05812,,
CNAG_05813,,
CNAG_05817,,
CNAG_05820,,
CNAG_05833,,
CNAG_05835,,
CNAG_05836,,
CNAG_05843,,
CNAG_05847,,
CNAG_05864,,
CNAG_05867,,
CNAG_05870,,
CNAG_05872,,
CNAG_05888,,
CNAG_05889,,
CNAG_05913,,
CNAG_05914,,
CNAG_05915,,
CNAG_05916,,
CNAG_05933,,
CNAG_05934,,
CNAG_05939,,
CNAG_05940,,
CNAG_05962,,
CNAG_05963,,
CNAG_05978,,
CNAG_05979,,
CNAG_05993,,
CNAG_05994,,
CNAG_06016,,
CNAG_06017,,
CNAG_06033,,
CNAG_06034,,
CNAG_06060,,
CNAG_06061,,
CNAG_06081,,
CNAG_06082,,
CNAG_06092,,
CNAG_06098,,
CNAG_06099,,
CNAG_06104,,
CNAG_06108,,
CNAG_06109,,
CNAG_06172,,
CNAG_06186,,
CNAG_06190,,
CNAG_06191,,
CNAG_06200,,
CNAG_06201,,
CNAG_06202,,
CNAG_06203,,
CNAG_06204,,
CNAG_06214,,
CNAG_06220,,
CNAG_06230,,
CNAG_06231,,
CNAG_06235,,
CNAG_06241,,
CNAG_06276,,
CNAG_06277,,
CNAG_06278,,
CNAG_06291,,
CNAG_06297,,
CNAG_06298,,
CNAG_06309,,
CNAG_06310,,
CNAG_06311,,
CNAG_06323,,
CNAG_06327,,
CNAG_06336,,
CNAG_06346,,
CNAG_06347,,
CNAG_06388,,
CNAG_06389,,
CNAG_06400,,
CNAG_06401,,
CNAG_06404,,
CNAG_06405,,
CNAG_06427,,
CNAG_06428,,
CNAG_06431,,
CNAG_06432,,
CNAG_06433,,
CNAG_06434,,
CNAG_06453,,
CNAG_06454,,
CNAG_06493,,
CNAG_06499,,
CNAG_06500,,
CNAG_06517,,
CNAG_06531,,
CNAG_06534,,
CNAG_06541,,
CNAG_06554,,
CNAG_06555,,
CNAG_06567,,
CNAG_06568,,
CNAG_06576,,
CNAG_06577,,
CNAG_06578,,
CNAG_06583,,
CNAG_06610,,
CNAG_06616,,
CNAG_06623,,
CNAG_06657,,
CNAG_06658,,
CNAG_06668,,
CNAG_06669,,
CNAG_06698,,
CNAG_06699,,
CNAG_06751,,
CNAG_06752,,
CNAG_06758,,
CNAG_06760,,
CNAG_06763,,
CNAG_06765,,
CNAG_06777,,
CNAG_06784,,
CNAG_06785,,
CNAG_06813,,
CNAG_06835,,
CNAG_06836,,
CNAG_06889,,
CNAG_06896,,
CNAG_06897,,
CNAG_06902,,
CNAG_06908,,
CNAG_06916,,
CNAG_06917,,
CNAG_06918,,
CNAG_06923,,
CNAG_06924,,
CNAG_06925,,
CNAG_06926,,
CNAG_06930,,
CNAG_06931,,
CNAG_06932,,
CNAG_06963,,
CNAG_07124,,
CNAG_07188,,
CNAG_07313,,
CNAG_07327,,
CNAG_07330,,
CNAG_07338,,
CNAG_07339,,
CNAG_07367,,
CNAG_07368,,
CNAG_07380,,
CNAG_07387,,
CNAG_07388,,
CNAG_07389,,
CNAG_07402,,
CNAG_07415,,
CNAG_07419,,
CNAG_07422,,
CNAG_07436,,
CNAG_07441,,
CNAG_07442,,
CNAG_07444,,
CNAG_07448,,
CNAG_07454,,
CNAG_07456,,
CNAG_07457,,
CNAG_07470,,
CNAG_07476,,
CNAG_07486,,
CNAG_07491,,
CNAG_07512,,
CNAG_07523,,
CNAG_07525,,
CNAG_07540,,
CNAG_07541,,
CNAG_07542,,
CNAG_07548,,
CNAG_07549,,
CNAG_07582,,
CNAG_07626,,
CNAG_07627,,
CNAG_07631,,
CNAG_07633,,
CNAG_07634,,
CNAG_07641,,
CNAG_07690,,
CNAG_07691,,
CNAG_07692,,
CNAG_07695,,
CNAG_07697,,
CNAG_07698,,
CNAG_07699,,
CNAG_07702,,
CNAG_07703,,
CNAG_07710,,
CNAG_07711,,
CNAG_07736,,
CNAG_07742,,
CNAG_07743,,
CNAG_07745,,
CNAG_07751,,
CNAG_07755,,
CNAG_07770,,
CNAG_07779,,
CNAG_07780,,
CNAG_07784,,
CNAG_07799,,
CNAG_07802,,
CNAG_07830,,
CNAG_07867,,
CNAG_07869,,
CNAG_07873,,
CNAG_07874,,
CNAG_07876,,
CNAG_07902,,
CNAG_07911,,
CNAG_07915,,
CNAG_07917,,
CNAG_07933,,
CNAG_07939,,
CNAG_07941,,
CNAG_07949,,
CNAG_07955,,
CNAG_07964,,
CNAG_07965,,
CNAG_07966,,
CNAG_07971,,
CNAG_07981,,
CNAG_07984,,
CNAG_07989,,
CNAG_07992,,
CNAG_08005,,
CNAG_08021,,
CNAG_08026,,
CNAG_12011,,
CNAG_12013,,
CNAG_12020,,
CNAG_12028,,
CNAG_12032,,
CNAG_12033,,
CNAG_12044,,
CNAG_12058,,
CNAG_12059,,
CNAG_12064,,
CNAG_12065,,
CNAG_12071,,
CNAG_12080,,
CNAG_12081,,
CNAG_12093,,
CNAG_12097,,
CNAG_12099,,
CNAG_12102,,
CNAG_12106,,
CNAG_12113,,
CNAG_12117,,
CNAG_12122,,
CNAG_12126,,
CNAG_12131,,
CNAG_12154,,
CNAG_12158,,
CNAG_12161,,
CNAG_12187,,
CNAG_12200,,
CNAG_12204,,
CNAG_12214,,
CNAG_12217,,
CNAG_12219,,
CNAG_12226,,
CNAG_12227,,
CNAG_12228,,
CNAG_12229,,
CNAG_12232,,
CNAG_12240,,
CNAG_12245,,
CNAG_12255,,
CNAG_12263,,
CNAG_12268,,
CNAG_12269,,
CNAG_12270,,
CNAG_12281,,
CNAG_12282,,
CNAG_12289,,
CNAG_12292,,
CNAG_12296,,
CNAG_12297,,
CNAG_12300,,
CNAG_12302,,
CNAG_12317,,
CNAG_12319,,
CNAG_12320,,
CNAG_12321,,
CNAG_12322,,
CNAG_12324,,
CNAG_12332,,
CNAG_12346,,
CNAG_12351,,
CNAG_12370,,
CNAG_12374,,
CNAG_12376,,
CNAG_12377,,
CNAG_12381,,
CNAG_12383,,
CNAG_12389,,
CNAG_12391,,
CNAG_12405,,
CNAG_12410,,
CNAG_12416,,
CNAG_12424,,
CNAG_12431,,
CNAG_12432,,
CNAG_12434,,
CNAG_12450,,
CNAG_12456,,
CNAG_12465,,
CNAG_12474,,
CNAG_12480,,
CNAG_12481,,
CNAG_12485,,
CNAG_12492,,
CNAG_12497,,
CNAG_12499,,
CNAG_12501,,
CNAG_12504,,
CNAG_12506,,
CNAG_12512,,
CNAG_12540,,
CNAG_12544,,
CNAG_12545,,
CNAG_12547,,
CNAG_12558,,
CNAG_12560,,
CNAG_12580,,
CNAG_12592,,
CNAG_12598,,
CNAG_12615,,
CNAG_12622,,
CNAG_12630,,
CNAG_12655,,
CNAG_12658,,
CNAG_12661,,
CNAG_12666,,
CNAG_12679,,
CNAG_12682,,
CNAG_12688,,
CNAG_12689,,
CNAG_12702,,
CNAG_12718,,
CNAG_12722,,
CNAG_12723,,
CNAG_12728,,
CNAG_12738,,
CNAG_12739,,
CNAG_12745,,
CNAG_12752,,
CNAG_12756,,
CNAG_12757,,
CNAG_12762,,
CNAG_12765,,
CNAG_12770,,
CNAG_12784,,
CNAG_12788,,
CNAG_12795,,
CNAG_12807,,
CNAG_12818,,
CNAG_12819,,
CNAG_12820,,
CNAG_12825,,
CNAG_12826,,
CNAG_12832,,
CNAG_12834,,
CNAG_12840,,
CNAG_12867,,
CNAG_12869,,
CNAG_12888,,
CNAG_12900,,
CNAG_12905,,
CNAG_12914,,
CNAG_12917,,
CNAG_12941,,
CNAG_12950,,
CNAG_12962,,
CNAG_12971,,
CNAG_12974,,
CNAG_12975,,
CNAG_12978,,
CNAG_12985,,
CNAG_12989,,
CNAG_12995,,
CNAG_13040,,
CNAG_13041,,
CNAG_13053,,
CNAG_13054,,
CNAG_13059,,
CNAG_13070,,
CNAG_13079,,
CNAG_13085,,
CNAG_13091,,
CNAG_13107,,
CNAG_13113,,
CNAG_13115,,
CNAG_13116,,
CNAG_13120,,
CNAG_13123,,
CNAG_13126,,
CNAG_13127,,
CNAG_13129,,
CNAG_13141,,
CNAG_13146,,
CNAG_13164,,
CNAG_13165,,
CNAG_13168,,
CNAG_13178,,
